name;website;vertical;sub_vertical;location;country_raw;region_raw;city_raw;country_normalized;region_normalized;city_normalized;logo_url;estadio_actual;solucion;mail;social_media;contact_phone;founders;founded;organization_type;outcome_status;business_model;badges;notes;status;lat;lng;geocode_source
Rad Power Bikes;http://www.radpowerbikes.com/?ref=failory;otra;Bicicletas ElÃ©ctricas;"{""country"": ""Estados Unidos"", ""region"": ""Washington"", ""city"": ""Seattle""}";Estados Unidos.;Washington;Seattle;Estados Unidos;Washington;Seattle;;growth_/_late_stage;Marca de bicicletas elÃ©ctricas mÃ¡s grande de NorteamÃ©rica. Modelo de venta directa al consumidor (D2C). Ofrece e-bikes para uso personal, carga y entrega. Democratiza la movilidad elÃ©ctrica de bajo carbono.;;"{""linkedin"": ""https://www.linkedin.com/company/rad-power-bikes""}";;"[""Mike Radenbaugh"", ""Ty Collins"", ""Marimar White-Espin""]";2007.0;startup;;;[];;IN_REVIEW;;;backend_pending
Amogy;https://www.amogy.co/?ref=failory;otra;HidrÃ³geno / Amoniaco;"{""country"": ""Estados Unidos"", ""region"": ""New York"", ""city"": ""Brooklyn""}";Estados Unidos;NY;Brooklyn;Estados Unidos;New York;Brooklyn;;series_c+;TecnologÃ­a de cracking de amoniaco para convertir NHâ lÃ­quido en energÃ­a elÃ©ctrica limpia para sectores marÃ­timos e industria pesada.;info@amogy.co;"{""linkedin"": ""linkedin.com/company/amogy"", ""instagram"": ""instagram.com/amogy_inc"", ""twitter"": ""twitter.com/AmogyCo""}";;"[""Seonghoon Woo"", ""Hyunho Kim""]";2020.0;startup;activa;b2b â· venta de sistemas + licencias;[];Descarboniza sectores con 60% emisiones globales. 0 COâ en punto de uso.;IN_REVIEW;;;backend_pending
Natron Energy;http://www.natron.energy/?ref=failory;otra;Almacenamiento / BaterÃ­as;"{""country"": ""Estados Unidos"", ""region"": ""S/D"", ""city"": ""Santa Clara""}";Estados Unidos;CA;Santa Clara;Estados Unidos;S/D;Santa Clara;;cerrada;BaterÃ­as de sodio-ion con electrodos de azul de Prusia para data centers, industria y telecomunicaciones. Sin litio ni cobalto.;;"{""linkedin"": ""linkedin.com/company/natron-energy""}";;"[""Colin Wessells (Stanford PhD)""]";2012.0;startup;cerrada;b2b â· venta de sistemas de baterã­a;[];Alternativa sostenible al litio. Supply chain 100% domÃ©stico en Estados Unidos.;IN_REVIEW;;;backend_pending
Mill;https://mill.com/?ref=failory;otra;Residuos OrgÃ¡nicos;"{""country"": ""Estados Unidos"", ""region"": ""S/D"", ""city"": ""San Francisco""}";Estados Unidos;CA;San Francisco;Estados Unidos;S/D;San Francisco;;series_b;Dispositivo domÃ©stico que convierte restos de comida en 'Food Grounds' para alimentar pollos. Modelo de suscripciÃ³n con recogida mensual.;hello@mill.com;"{""linkedin"": ""linkedin.com/company/millhq"", ""instagram"": ""instagram.com/millhq"", ""twitter"": ""twitter.com/millhq""}";;"[""Harry Tannenbaum"", ""Matt Rogers (ex-Nest/Apple)""]";2020.0;startup;activa;b2c â· suscripciã³n $33/mes + device;[];Desperdicio de comida = 8-10% emisiones GEI. Evita metano en vertederos.;IN_REVIEW;;;backend_pending
Svante;https://svanteinc.com/?ref=failory;otra;Captura de COâ (CCU);"{""country"": ""Canadá"", ""region"": ""British Columbia"", ""city"": ""Vancouver""}";Canadá;BC;Vancouver;Canadá;British Columbia;Vancouver;;series_c+;Captura de COâ con filtros de nanomateriales sÃ³lidos para industrias de alta emisiÃ³n: cemento, acero, hidrÃ³geno.;info@svanteinc.com;"{""linkedin"": ""linkedin.com/company/svante-inc"", ""twitter"": ""twitter.com/svanteinc""}";;"[""Claude Letourneau""]";2007.0;startup;activa;b2b â· licencias de tecnologã­a + contratos epc;[];Industria del cemento = 8% COâ mundial. Puede capturar hasta 95% en fuente.;IN_REVIEW;;;backend_pending
ICE Thermal Harvesting;http://ice-th.com/?ref=failory;otra;Calor Residual / ORC;"{""country"": ""Estados Unidos"", ""region"": ""Texas"", ""city"": ""Houston""}";Estados Unidos;TX;Houston;Estados Unidos;Texas;Houston;;series_a;Sistemas ORC para convertir calor residual de bajo grado (50-120Â°C) de plantas industriales en electricidad Ãºtil.;info@ice-th.com;"{""linkedin"": ""linkedin.com/company/ice-thermal-harvesting""}";;"[""Peter Dowd""]";2018.0;startup;activa;b2b â· esco / ppa â· contratos de energã­a;[];Industria desperdicia ~70% de energÃ­a como calor residual.;IN_REVIEW;;;backend_pending
itselectric;https://itselectric.us/?ref=failory;otra;Carga EV Urbana;"{""country"": ""Estados Unidos"", ""region"": ""S/D"", ""city"": ""New York""}";Estados Unidos;NY;New York;Estados Unidos;S/D;New York;;series_a;Red de cargadores EV de nivel 2 en aceras urbanas Estados Unidosndo postes existentes. Sin obras civiles.;hello@itselectric.us;"{""linkedin"": ""linkedin.com/company/its-electric"", ""instagram"": ""instagram.com/itselectric_us"", ""twitter"": ""twitter.com/itselectric_us""}";;"[""Caley Buckner"", ""Emily Kessler""]";2021.0;startup;activa;b2b2c â· revenue share con propietarios de postes;[];Democratiza la carga EV para residentes sin garaje.;IN_REVIEW;;;backend_pending
Dat Bike;https://dat.bike/?ref=failory;otra;Movilidad ElÃ©ctrica;"{""country"": ""Vietnam"", ""region"": ""S/D"", ""city"": ""Ho Chi Minh City""}";Vietnam;S/D;Ho Chi Minh City;Vietnam;S/D;Ho Chi Minh City;;series_a;Motocicletas elÃ©ctricas diseÃ±adas para mercados del sudeste asiÃ¡tico, adaptadas a condiciones y presupuestos vietnamitas.;contact@dat.bike;"{""linkedin"": ""linkedin.com/company/dat-bike"", ""instagram"": ""instagram.com/datbikevn"", ""facebook"": ""facebook.com/datbikevn""}";;"[""Huy Nguyen (ex-Facebook)""]";2019.0;startup;activa;b2c â· venta directa + financiamiento;[];Vietnam tiene 45M+ motos de gasolina. TransiciÃ³n elÃ©ctrica eliminarÃ­a millones de tons COâ.;IN_REVIEW;;;backend_pending
Metalchemy;https://www.metalchemy.tech/?ref=failory;otra;Reciclaje de Metales;"{""country"": ""Estados Unidos"", ""region"": ""S/D"", ""city"": ""S/D""}";Estados Unidos;S/D;S/D;Estados Unidos;S/D;S/D;;seed;Proceso innovador para recuperar metales crÃ­ticos de residuos industriales Estados Unidosndo quÃ­mica verde, sin pirometalurgia.;;"{""linkedin"": ""linkedin.com/company/metalchemy""}";;"[""N/D""]";2021.0;startup;activa;b2b â· contratos de procesamiento;[];Metales crÃ­ticos para baterÃ­as. Reciclaje reduce 90% energÃ­a vs minerÃ­a primaria.;IN_REVIEW;;;backend_pending
mopo;https://mopo.co/?ref=failory;otra;E-bikes Compartidas;"{""country"": ""Alemania"", ""region"": ""S/D"", ""city"": ""Berlín""}";Alemania;S/D;Berlín;Alemania;S/D;Berlín;;series_a;Plataforma de e-bikes compartidas para zonas periurbanas y ciudades medianas europeas con suscripciÃ³n.;info@mopo.co;"{""linkedin"": ""linkedin.com/company/mopo"", ""instagram"": ""instagram.com/mopo_ebikes""}";;"[""N/D""]";2020.0;startup;activa;b2c â· suscripciã³n mensual;[];Reemplaza viajes cortos en auto (<10km). Reduce emisiones urbanas.;IN_REVIEW;;;backend_pending
Aira;https://www.airahome.com/?ref=failory;otra;CalefacciÃ³n / Heat Pumps;"{""country"": ""Suecia"", ""region"": ""S/D"", ""city"": ""Estocolmo""}";Suecia;S/D;Estocolmo;Suecia;S/D;Estocolmo;;series_b;Bombas de calor para hogares europeos con modelo de suscripciÃ³n all-inclusive. Alternativa a calderas de gas.;info@airahome.com;"{""linkedin"": ""linkedin.com/company/aira-home"", ""instagram"": ""instagram.com/aira.home""}";;"[""Martin Lewerth""]";2021.0;startup;activa;b2c â· suscripciã³n all-inclusive â¬89-149/mes;[];CalefacciÃ³n = 40% consumo energÃ©tico europeo. Heat pumps reducen 3-4x vs caldera gas.;IN_REVIEW;;;backend_pending
Sonnedix;http://sonnedix.com/?ref=failory;otra;Solar Utility Scale;"{""country"": ""Reino Unido"", ""region"": ""S/D"", ""city"": ""Londres""}";Reino Unido;S/D;Londres;Reino Unido;S/D;Londres;;growth;Desarrollador y operador global de plantas solares a gran escala. Presencia en Europa, Latam, JapÃ³n, SudÃ¡frica, India.;info@sonnedix.com;"{""linkedin"": ""linkedin.com/company/sonnedix"", ""twitter"": ""twitter.com/sonnedix""}";;"[""Juan Jos\u00c3\u00a9 Porta""]";2009.0;startup;activa;ipp â· ppa a largo plazo con utilities y corporativos;[];MÃ¡s de 3 GW instalados desplazan carbÃ³n y gas.;IN_REVIEW;;;backend_pending
Charm Industrial;https://www.charmindustrial.com/?ref=failory;otra;CDR / Bio-oil;"{""country"": ""Estados Unidos"", ""region"": ""S/D"", ""city"": ""San Francisco""}";Estados Unidos;CA;San Francisco;Estados Unidos;S/D;San Francisco;;series_b;Convierte biomasa agrÃ­cola en bio-aceite inyectado en pozos geolÃ³gicos para almacenamiento permanente de carbono.;info@charmindustrial.com;"{""linkedin"": ""linkedin.com/company/charm-industrial"", ""twitter"": ""twitter.com/charmindust""}";;"[""Peter Reinhardt"", ""Shaun Meehan"", ""Kelly Strayhorn""]";2018.0;startup;activa;b2b â· venta de crã©ditos de carbono permanente;[];CDR permanente (1000+ aÃ±os). Estados Unidos residuos agrÃ­colas. Alta aditividad.;IN_REVIEW;;;backend_pending
VEMO;https://vemovilidad.com/sobre-nosotros?ref=failory;otra;Flotas ElÃ©ctricas Latam;"{""country"": ""España"", ""region"": ""S/D"", ""city"": ""S/D""}";España;Latam;España;España;S/D;S/D;;series_a;Empresa de movilidad elÃ©ctrica para flotas corporativas y transporte urbano en mercados hispanohablantes.;info@vemovilidad.com;"{""linkedin"": ""linkedin.com/company/ve-movilidad""}";;"[""N/D""]";2018.0;startup;activa;b2b â· leasing de vehã­culos + servicios de carga;[];ElectrificaciÃ³n de transporte urbano. Mejora calidad del aire.;IN_REVIEW;;;backend_pending
Scindo;https://www.scindo.bio/?ref=failory;otra;BiotecnologÃ­a / PlÃ¡sticos Bio;"{""country"": ""Reino Unido"", ""region"": ""S/D"", ""city"": ""Londres""}";Reino Unido;S/D;Londres;Reino Unido;S/D;Londres;;seed;Desarrolla enzimas y microorganismos para descomponer plÃ¡sticos y biomasa lignocelulÃ³sica en materiales de valor.;;"{""linkedin"": ""linkedin.com/company/scindo-bio""}";;"[""N/D""]";2022.0;startup;activa;b2b â· licencias biotecnolã³gicas;[];PlÃ¡sticos difÃ­ciles de reciclar encuentran ruta biolÃ³gica de degradaciÃ³n.;IN_REVIEW;;;backend_pending
Stride;https://www.stride.vn/en?ref=failory;otra;Movilidad Urbana Vietnam;"{""country"": ""Vietnam"", ""region"": ""S/D"", ""city"": ""Hanói""}";Vietnam;S/D;Hanói;Vietnam;S/D;Hanói;;seed;Plataforma MaaS en Vietnam que integra transporte pÃºblico, scooters y bikes en una sola app.;;"{""linkedin"": ""linkedin.com/company/stride-vietnam""}";;"[""N/D""]";2021.0;startup;activa;b2c â· marketplace de movilidad + comisiones;[];OptimizaciÃ³n de rutas reduce emisiones. Mejora acceso a transporte.;IN_REVIEW;;;backend_pending
Boston Metal;https://bostonmetal.com/?ref=failory;otra;Acero Verde;"{""country"": ""Estados Unidos"", ""region"": ""Massachusetts"", ""city"": ""Woburn""}";Estados Unidos;MA;Woburn;Estados Unidos;Massachusetts;Woburn;;series_c+;ElectrÃ³lisis de Ã³xido fundido (MOE) para producir acero con electricidad renovable sin carbÃ³n. Spin-off del MIT.;info@bostonmetal.com;"{""linkedin"": ""linkedin.com/company/boston-metal"", ""twitter"": ""twitter.com/bostonmetal""}";;"[""Donald Sadoway"", ""Antoine Allanore"", ""Jim Yurko (MIT)""]";2012.0;startup;activa;b2b â· licencias de tecnologã­a moe + venta de ã¡nodos;[];Acero = 7-10% emisiones globales. MOE puede eliminarlas con renovables.;IN_REVIEW;;;backend_pending
ChargerHelp!;http://www.chargerhelp.com/?ref=failory;otra;Mantenimiento EV;"{""country"": ""Estados Unidos"", ""region"": ""S/D"", ""city"": ""los Ángeles""}";Estados Unidos;CA;Los Ángeles;Estados Unidos;S/D;los Ángeles;;series_a;Plataforma de gestiÃ³n y mantenimiento de cargadores EV con tÃ©cnicos locales capacitados.;info@chargerhelp.com;"{""linkedin"": ""linkedin.com/company/chargerhelp"", ""twitter"": ""twitter.com/chargerhelp""}";;"[""Evette Ellis"", ""Kameale Terry""]";2020.0;startup;activa;b2b â· saas + servicios de mantenimiento;[];Cargadores fuera de servicio = barrera para adopciÃ³n EV.;IN_REVIEW;;;backend_pending
Solstice;http://solstice.us/?ref=failory;otra;Solar Comunitario;"{""country"": ""Estados Unidos"", ""region"": ""Massachusetts"", ""city"": ""Cambridge""}";Estados Unidos;MA;Cambridge;Estados Unidos;Massachusetts;Cambridge;;series_b;Conecta comunidades de bajos ingresos con proyectos de solar comunitario, permitiendo ahorros sin instalar paneles.;info@solstice.us;"{""linkedin"": ""linkedin.com/company/solstice-initiative"", ""instagram"": ""instagram.com/solstice.us"", ""twitter"": ""twitter.com/solsticepower""}";;"[""Steph Speirs"", ""Sandhya Murali""]";2015.0;startup;activa;b2c/b2b â· suscripciã³n a crã©ditos solares;[];Lleva beneficios del solar a hogares que no pueden instalar paneles.;IN_REVIEW;;;backend_pending
Mycocycle;https://mycocycle.com/?ref=failory;otra;BiorreparaciÃ³n / Hongos;"{""country"": ""Estados Unidos"", ""region"": ""S/D"", ""city"": ""Chicago""}";Estados Unidos;IL;Chicago;Estados Unidos;S/D;Chicago;;seed;Estados Unidos hongos (micelium) para descomponer residuos de construcciÃ³n como asfalto, neumÃ¡ticos y plÃ¡sticos.;info@mycocycle.com;"{""linkedin"": ""linkedin.com/company/mycocycle""}";;"[""Joanne Rodriguez""]";2019.0;startup;activa;b2b â· servicios de procesamiento de residuos;[];Residuos de construcciÃ³n = 40% de basura en vertederos.;IN_REVIEW;;;backend_pending
Phoenix Tailings;https://www.phoenixtailings.com/?ref=failory;otra;Metales CrÃ­ticos;"{""country"": ""Estados Unidos"", ""region"": ""Massachusetts"", ""city"": ""Woburn""}";Estados Unidos;MA;Woburn;Estados Unidos;Massachusetts;Woburn;;series_b;ExtracciÃ³n de tierras raras y metales crÃ­ticos de residuos mineros (tailings) via electroquÃ­mica sin emisiones.;info@phoenixtailings.com;"{""linkedin"": ""linkedin.com/company/phoenix-tailings""}";;"[""Anthony Balladon"", ""Nick Myers""]";2019.0;startup;activa;b2b â· procesamiento residuos + venta de metales;[];China controla 90% producciÃ³n REE. Phoenix crea supply chain domÃ©stico en Estados Unidos.;IN_REVIEW;;;backend_pending
Sublime Systems;https://sublime-systems.com/?ref=failory;otra;Cemento Verde;"{""country"": ""Estados Unidos"", ""region"": ""Massachusetts"", ""city"": ""Somerville""}";Estados Unidos;MA;Somerville;Estados Unidos;Massachusetts;Somerville;;series_b;Produce cemento con electricidad via electroquÃ­mica en lugar de calor fÃ³sil. Spin-off del MIT.;info@sublime-systems.com;"{""linkedin"": ""linkedin.com/company/sublime-systems""}";;"[""Leah Ellis"", ""Yet-Ming Chiang (MIT)""]";2020.0;startup;activa;b2b â· venta de cemento / licencias;[];Cemento = 8% emisiones globales. Sublime puede eliminarlas.;IN_REVIEW;;;backend_pending
Augmenta Inc.;https://www.augmenta.ai/?ref=failory;otra;Agricultura de PrecisiÃ³n;"{""country"": ""Alemania"", ""region"": ""S/D"", ""city"": ""Munich""}";Alemania;S/D;Munich;Alemania;S/D;Munich;;series_b;IA y visiÃ³n computacional para aplicaciÃ³n variable de insumos agrÃ­colas en tiempo real desde maquinaria.;info@augmenta.ai;"{""linkedin"": ""linkedin.com/company/augmenta-ai""}";;"[""Emilio Frazzoli"", ""Andrea Cominetti""]";2018.0;startup;activa;b2b â· hardware + saas por hectã¡rea;[];Reduce fertilizantes y pesticidas 20-40%. Menor contaminaciÃ³n.;IN_REVIEW;;;backend_pending
Pachama;https://www.pachama.com/?ref=failory;otra;Bosques / MRV;"{""country"": ""Estados Unidos"", ""region"": ""S/D"", ""city"": ""San Francisco""}";Estados Unidos;CA;San Francisco;Estados Unidos;S/D;San Francisco;;series_b;IA y sensores remotos para medir, reportar y verificar proyectos forestales de carbono con mayor precisiÃ³n.;;"{""linkedin"": ""linkedin.com/company/pachama"", ""twitter"": ""twitter.com/pachama""}";;"[""Diego Saez-Gil"", ""Felipe Villela""]";2018.0;startup;activa;b2b â· saas + marketplace de crã©ditos forestales;[];Protege y restaura bosques tropicales. Reduce fraude en mercados de carbono.;IN_REVIEW;;;backend_pending
TerraPower;http://www.terrapower.com/?ref=failory;otra;Nuclear Avanzado;"{""country"": ""Estados Unidos"", ""region"": ""Washington"", ""city"": ""Bellevue""}";Estados Unidos;WA;Bellevue;Estados Unidos;Washington;Bellevue;;growth;Reactores nucleares de ola viajante (TWR) y sal fundida. Fundada por Bill Gates. Planta Natrium en Wyoming.;info@terrapower.com;"{""linkedin"": ""linkedin.com/company/terrapower"", ""twitter"": ""twitter.com/terrapower""}";;"[""Bill Gates"", ""Nathan Myhrvold"", ""John Gilleland""]";2008.0;startup;activa;b2g â· contratos con utilities + doe grants;[];Nuclear de nueva generaciÃ³n sin residuos de larga vida. GeneraciÃ³n 24/7 sin carbono.;IN_REVIEW;;;backend_pending
Electric Hydrogen;https://www.eh2.com/?ref=failory;otra;HidrÃ³geno Verde;"{""country"": ""Estados Unidos"", ""region"": ""S/D"", ""city"": ""San Carlos""}";Estados Unidos;CA;San Carlos;Estados Unidos;S/D;San Carlos;;series_c+;Electrolizadores de alta eficiencia PEM para producciÃ³n de hidrÃ³geno verde a gran escala.;;"{""linkedin"": ""linkedin.com/company/electric-hydrogen""}";;"[""David Eaglesham"", ""Raffi Garabedian (ex-CEO First Solar)""]";2020.0;startup;activa;b2b â· venta de electrolizadores + proyectos;[];Hâ verde para fertilizantes, acero, petroquÃ­mica. Elimina emisiones de proceso.;IN_REVIEW;;;backend_pending
WattBuy;https://wattbuy.com/?ref=failory;otra;CleanTech SaaS / EnergÃ­a;"{""country"": ""Estados Unidos"", ""region"": ""S/D"", ""city"": ""New York""}";Estados Unidos;NY;New York;Estados Unidos;S/D;New York;;series_a;Motor de personalizaciÃ³n energÃ©tica que calcula la combinaciÃ³n Ã³ptima de solar, baterÃ­as y tarifas.;hello@wattbuy.com;"{""linkedin"": ""linkedin.com/company/wattbuy""}";;"[""Manan Monga""]";2018.0;startup;activa;b2b2c â· api de recomendaciã³n energã©tica;[];Acelera adopciÃ³n de solar y eficiencia energÃ©tica.;IN_REVIEW;;;backend_pending
OnPath Energy;https://www.onpathenergy.com/?ref=failory;otra;Almacenamiento Largo Plazo;"{""country"": ""Estados Unidos"", ""region"": ""S/D"", ""city"": ""S/D""}";Estados Unidos;S/D;S/D;Estados Unidos;S/D;S/D;;seed;Almacenamiento de energÃ­a de larga duraciÃ³n (LDES) basado en tecnologÃ­a electroquÃ­mica para grid-scale.;;;;"[""N/D""]";2021.0;startup;activa;b2b â· proyectos de almacenamiento + ppa;[];LDES esencial para grid 100% renovable. Elimina necesidad de respaldo fÃ³sil.;IN_REVIEW;;;backend_pending
Arcadia;https://www.arcadia.com/?ref=failory;otra;Datos de EnergÃ­a / SaaS;"{""country"": ""Estados Unidos"", ""region"": ""District of Columbia"", ""city"": ""Washington""}";Estados Unidos;DC;Washington;Estados Unidos;District of Columbia;Washington;;series_d;Plataforma de datos de energÃ­a (Arc) para que empresas accedan a datos de facturas y consumo.;;"{""linkedin"": ""linkedin.com/company/arcadia-power"", ""twitter"": ""twitter.com/arcadiapower""}";;"[""Kiran Bhatraju""]";2014.0;startup;activa;b2b â· api de datos energã©ticos + marketplace;[];Facilita electrificaciÃ³n y gestiÃ³n de demanda.;IN_REVIEW;;;backend_pending
